eval/info_normalized_performance_mean,eval/info_out_water_final,eval/info_out_water_mean,eval/best_episode_reward,eval/info_normalized_performance_final,eval/episode_reward,eval/episode,eval/info_performance_mean,eval/info_performance_final,eval/mean_episode_reward,eval/eval_time,eval/info_distance_to_target_mean,eval/info_distance_to_target_final,train_alpha/value,train/batch_reward,train/episode_reward,train/info_normalized_performance_final,train/episode,train/duration,train/info_out_water_mean,train/info_performance_final,train/info_performance_mean,train_alpha/loss,train_critic/loss,train/info_distance_to_target_final,train_actor/target_entropy,train/info_out_water_final,train/info_distance_to_target_mean,train_actor/loss,train_actor/entropy,train/info_normalized_performance_mean
0.72919124,0.0057929726,0.005543843,-361.9887166619301,0.80349684,-757.4384859571643,1340,-0.32497054,-0.23580384,-487.45585931651306,13.96432614326477,0.26953214,0.17787412,0.4231206603459351,-6.526098251342773,,,,,,,,0.1588151752948761,235.28831481933594,,-1,,,529.06103515625,-0.39029479026794434,
0.78484845,0.0034496463,0.003256527,-250.16636472940445,0.88580066,-612.1275850037736,1474,-0.25818193,-0.13703924,-387.27289393684066,14.950775861740112,0.22561666,0.10254278,0.38179833653179956,-6.629294395446777,,,,,,,,-0.07731832563877106,307.907470703125,,-1,,,512.1296997070312,-0.9664468765258789,
0.83777976,0.0007575758,0.0007356903,-241.83252826333046,0.9547044,-324.5101338624954,1608,-0.19466428,-0.05435477,-291.9964495390051,15.509907960891724,0.18730739,0.04677901,0.42246000078313645,-6.806078910827637,,,,,,,,-0.006517179310321808,471.25244140625,,-1,,,458.245849609375,-0.7022353410720825,
0.8421726,0.0,4.9918744e-05,-212.92843237519264,0.9480144,-417.44909939169884,1742,-0.18939291,-0.062382765,-284.0893274235471,15.434823989868164,0.18889372,0.062382765,0.5283074975228721,-7.357631683349609,,,,,,,,-0.08667582273483276,1054.117431640625,,-1,,,444.630859375,-0.9073253870010376,
0.8394494,0.00066850125,0.0006686895,-227.31741985678673,0.9732312,-234.87508329749107,1876,-0.19274558,-0.032144755,-289.118395351418,17.173571348190308,0.1860587,0.025459746,0.6632430702670591,-7.216609477996826,,,,,,,,-0.0002534426748752594,2046.2191162109375,,-1,,,398.7024841308594,-0.7024214267730713,
0.8283221,0.0003125,0.0003341667,-198.01074549555779,0.9396877,-368.353573679924,2010,-0.20601347,-0.07237471,-309.02022780179976,16.716415882110596,0.20267184,0.069249704,0.7082176404993219,-6.044323921203613,,,,,,,,-0.007179293781518936,384.09246826171875,,-1,,,370.01446533203125,-0.470847487449646,
0.86344826,0.0,0.00015924897,-211.45314222574234,0.979679,-261.0647375881672,2144,-0.16386206,-0.02438509,-245.79308495893156,17.303712129592896,0.16226958,0.02438509,0.713238300477932,-5.356323719024658,,,,,,,,0.070075124502182,298.0041809082031,,-1,,,329.8040771484375,-0.5709110498428345,
0.82637185,0.0,0.00014939574,-260.08360999822617,0.93106526,-337.06561294198036,2278,-0.20835376,-0.082721636,-312.53067328841934,14.80551290512085,0.20685983,0.082721636,0.8231430398100019,-6.017030715942383,,,,,,,,-0.009534187614917755,233.54754638671875,,-1,,,310.0152282714844,-0.738527238368988,
0.84551597,4.8828126e-05,8.9893234e-05,-199.73281487822533,0.9718846,-246.2197391986847,2412,-0.18538085,-0.03373847,-278.0712627346115,13.486002922058105,0.18448192,0.03325019,0.8380669770602192,-4.851767063140869,,,,,,,,0.08710336685180664,517.73486328125,,-1,,,314.1241455078125,-0.6341252326965332,
0.83136857,0.0029042386,0.0019490715,-202.76872277259827,0.9344141,-249.3664335012436,2546,-0.20235771,-0.07870314,-303.53654653894654,12.81165099143982,0.18286699,0.04966075,0.8664948349706053,-5.6659040451049805,,,,,,,,0.18622198700904846,583.5274658203125,,-1,,,336.417724609375,-0.4324188232421875,
0.8121935,0.006793981,0.0056494116,-204.9276731312275,0.9086235,-246.8490061970318,2680,-0.22536771,-0.10965171,-338.05155540929485,13.317996263504028,0.16887358,0.0417119,1.038481982364424,-4.9351420402526855,,,,,,,,-0.10278032720088959,1581.800048828125,,-1,,,330.5844421386719,-0.8772628307342529,
0.7504092,0.011918746,0.0096872,-207.83373495936394,0.8102454,-545.6784913333976,2814,-0.29950887,-0.22770557,-449.2633228191826,13.63839602470398,0.20263688,0.10851811,1.4926690768110125,-5.65797233581543,,,,,,,,-0.16387011110782623,2501.186767578125,,-1,,,395.5689392089844,-0.5678446292877197,
0.75025976,0.015228045,0.011652873,-231.83241525292397,0.8041905,-246.23965213545645,2948,-0.29968834,-0.23497136,-449.5325026160391,13.586339235305786,0.18315963,0.082690895,2.132911908547622,-5.187505722045898,,,,,,,,-0.24836531281471252,5129.96826171875,,-1,,,453.6929016113281,-0.666113018989563,
0.599146,0.036348935,0.027877273,-236.50757148861885,0.595703,-460.196674243326,3082,-0.48102477,-0.4851564,-721.537189611633,13.295269250869751,0.20225202,0.12166703,2.669963440109766,-5.107375621795654,,,,,,,,-0.19986072182655334,18824.1875,,-1,,,463.19378662109375,-0.5882754325866699,
0.61778563,0.032605983,0.02504683,-276.9239748460906,0.6335606,-709.1857034171027,3216,-0.45865726,-0.43972725,-687.9858631839384,12.819901943206787,0.20818897,0.11366744,3.3578224617075634,-5.959239959716797,,,,,,,,-0.1833157241344452,2126.65478515625,,-1,,,662.9031372070312,-0.6587594747543335,
0.4947775,0.035261527,0.026572637,-296.5017911694727,0.45186052,-370.86507765804566,3350,-0.606267,-0.6577673,-909.4004796283318,13.454223155975342,0.34054062,0.3051521,3.4839951552471797,-6.415008544921875,,,,,,,,0.05193240940570831,11260.0927734375,,-1,,,705.2965698242188,0.07000155746936798,
0.67741287,0.023322672,0.018322138,-304.6420893104046,0.6966006,-1306.4487327039253,3484,-0.38710457,-0.36407924,-580.6568838961098,13.038925170898438,0.20388319,0.13085252,3.1952425195904106,-9.10983657836914,,,,,,,,0.9673043489456177,4532.080078125,,-1,,,956.794677734375,-0.4088376760482788,
0.7130098,0.015667748,0.012900297,-384.8688325796809,0.7840031,-687.7253840068976,3618,-0.34438834,-0.2591963,-516.5825053716889,13.556623935699463,0.21538538,0.10251881,2.9423312385201923,-6.447136402130127,,,,,,,,-0.05429959297180176,22005.546875,,-1,,,790.53076171875,-0.08949541300535202,
0.759294,0.0051770834,0.0049964106,-249.83790563995188,0.8202044,-364.38963854312897,3752,-0.28884733,-0.21575472,-433.2709842937826,13.428350687026978,0.23888321,0.16398388,2.828858197694261,-9.224498748779297,,,,,,,,-0.10698787868022919,3414.84326171875,,-1,,,913.9585571289062,-0.4507542848587036,
0.8162214,0.00019623234,0.0014020017,-230.92767676711082,0.8846567,-435.19043934770997,3886,-0.2205343,-0.13841194,-330.8014340133473,12.971969842910767,0.20651428,0.1364496,2.5460960968142907,-8.351463317871094,,,,,,,,-0.29186198115348816,2322.978759765625,,-1,,,929.5617065429688,-0.27943170070648193,
0.78018296,0.007998798,0.006794106,-242.33956894278526,0.87154377,-839.2079102740844,4020,-0.26378044,-0.15414736,-395.67067123179635,13.841597080230713,0.19583939,0.074159384,2.4650049831225007,-7.9168009757995605,,,,,,,,0.2980288863182068,3919.995849609375,,-1,,,888.0751953125,-0.23495714366436005,
0.6998409,0.014220154,0.012519791,-254.65405675768852,0.77150667,-254.65405675768852,4154,-0.36019093,-0.27419204,-540.2863547140903,13.158320188522339,0.234993,0.13199048,2.437013449251056,-7.601696491241455,,,,,,,,-0.3237111568450928,9299.646484375,,-1,,,872.2384643554688,-0.4137933850288391,
0.7360535,0.01134868,0.009263383,-229.95056584477425,0.79093707,-372.3930641710758,4288,-0.31673574,-0.25087553,-475.1036562113444,12.887280941009521,0.22410195,0.13738872,2.4076745455743205,-9.204906463623047,,,,,,,,0.5367288589477539,2296.212646484375,,-1,,,883.6184692382812,-0.44999921321868896,
0.76685625,0.0048749996,0.004973438,-260.2784939110279,0.8445104,-451.71818693388593,4422,-0.27977243,-0.18658754,-419.65865956293,13.21829628944397,0.23003805,0.13783754,2.478924726142539,-7.368051052093506,,,,,,,,0.3562327027320862,3027.61474609375,,-1,,,879.6267700195312,-0.16621412336826324,
0.6996284,0.018878898,0.01355255,-253.20463627576828,0.74551994,-285.14798760414124,4556,-0.36044598,-0.30537608,-540.6689351940038,13.258329629898071,0.22492045,0.11658714,2.2880790019196153,-8.317811965942383,,,,,,,,-0.21712112426757812,3403.64208984375,,-1,,,926.69189453125,-0.22095143795013428,
0.76090896,0.010086342,0.0077940966,-236.53900290528935,0.8421609,-1449.944519338091,4690,-0.28690937,-0.18940684,-430.3640594354674,13.078287601470947,0.20896843,0.08854342,2.667950963765897,-6.4351606369018555,,,,,,,,-0.1489088535308838,5334.3125,,-1,,,822.083740234375,-0.43519875407218933,
0.71513665,0.014283739,0.011217642,-204.25316479802132,0.78525764,-1397.8247758738055,4824,-0.341836,-0.25769082,-512.7540874197382,13.676969289779663,0.22965963,0.11485342,2.769109360094551,-7.339268207550049,,,,,,,,-0.09608098864555359,14500.853515625,,-1,,,1005.8566284179688,-0.3862587809562683,
0.74101156,0.011491517,0.0091333715,-169.97288778424263,0.8180563,-543.915026354737,4958,-0.31078604,-0.21833245,-466.1790733263405,12.959642171859741,0.21945235,0.10341729,2.7999831391179426,-6.999186038970947,,,,,,,,-0.026919826865196228,7351.23193359375,,-1,,,971.3759765625,-0.34023773670196533,
0.66156924,0.024563614,0.01836202,-183.87242731451988,0.7067093,-1375.5984089010292,5092,-0.40611693,-0.3519488,-609.1754234996932,13.396349906921387,0.2224968,0.10631265,2.9048622385722953,-8.172320365905762,,,,,,,,-0.024259112775325775,4388.7080078125,,-1,,,1029.427490234375,-0.26467621326446533,
0.67736757,0.017465869,0.013193228,-174.16743329167366,0.75304675,-467.77515350718073,5226,-0.38715893,-0.2963439,-580.7383987697768,13.66274619102478,0.25522664,0.12168523,2.8721554310508024,-6.723567008972168,,,,,,,,0.1980094313621521,2371.77392578125,,-1,,,1036.8480224609375,-0.4496179223060608,
0.7655936,0.011503059,0.008634681,-184.22728484869003,0.8518325,-184.2581306695938,5360,-0.28128764,-0.17780098,-421.93145024206314,13.267416000366211,0.19494084,0.06277039,2.733315740028162,-6.785763740539551,,,,,,,,-0.12054473161697388,1888.840576171875,,-1,,,1032.382568359375,-0.6316495537757874,
0.7549357,0.0034000003,0.0033689288,-323.981588000343,0.83869714,-372.5957253575325,5494,-0.2940771,-0.19356345,-441.11565577806795,13.445029735565186,0.2603878,0.15956345,2.5097653284864094,-6.547824382781982,,,,,,,,0.21462802588939667,1343.181396484375,,-1,,,1087.124755859375,-0.6656261682510376,
0.76081884,0.0061448864,0.005393178,-212.07819789648056,0.8398899,-243.91237315535545,5628,-0.2870173,-0.19213215,-430.5259560015129,13.416149854660034,0.23308553,0.13068329,2.2911685060054183,-8.34121322631836,,,,,,,,0.12421154975891113,2480.34228515625,,-1,,,1114.146240234375,-0.3532857894897461,
0.6818511,0.012980109,0.00986674,-231.79592236876488,0.7380892,-467.8534626638714,5762,-0.38177878,-0.314293,-572.6681450966954,13.642472505569458,0.28311136,0.1844919,2.251271912127033,-7.929791450500488,,,,,,,,-0.07168964296579361,5576.49853515625,,-1,,,1213.7138671875,-0.5789756774902344,
0.61099887,0.023149319,0.01845389,-384.43584471940994,0.6298947,-908.9688850111422,5896,-0.46680135,-0.44412643,-700.2020551122347,13.523713827133179,0.28226247,0.21263322,2.186249794986962,-7.81925630569458,,,,,,,,0.044877082109451294,2145.7783203125,,-1,,,1102.0784912109375,-0.5067309141159058,
0.60965616,0.03059568,0.02253641,-338.33827328681946,0.6410534,-442.3409700722663,6030,-0.46841267,-0.43073592,-702.6190224208422,13.639452695846558,0.24304861,0.12477915,2.3941076010852833,-7.697364330291748,,,,,,,,0.6165148019790649,8003.498046875,,-1,,,1205.910888671875,-0.3555799126625061,
0.5608478,0.036308177,0.027640477,-247.50669956207275,0.5605413,-247.73443281650543,6164,-0.5269826,-0.5273505,-790.4739059750789,13.178041934967041,0.25057784,0.1642687,2.3161047372647654,-8.113195419311523,,,,,,,,-0.38024917244911194,6245.68603515625,,-1,,,1162.5401611328125,-0.5195069909095764,
0.254229,0.035750296,0.031708054,-460.41703441049873,0.14141889,-2054.917964387553,6298,-0.89492524,-1.0302973,-1342.3877960238606,13.694031953811646,0.5778446,0.6727944,2.260029856435266,-8.063050270080566,,,,,,,,-0.34729552268981934,2365.0322265625,,-1,,,1190.8529052734375,-0.34687674045562744,
0.46106258,0.04518817,0.032897003,-429.31955417990685,0.32327938,-1582.639098738833,6432,-0.6467249,-0.81206477,-970.0873535559142,13.110340595245361,0.3177549,0.360183,2.158288144041293,-7.656137466430664,,,,,,,,-0.27206599712371826,3889.492431640625,,-1,,,1146.4971923828125,-0.4474100172519684,
0.6741099,0.012625018,0.010263484,-397.1735000709693,0.72812486,-496.7299678277995,6566,-0.3910681,-0.32625017,-586.6021784185914,13.636180877685547,0.2884333,0.2,2.024001625725097,-8.21536636352539,,,,,,,,-0.16830068826675415,9353.34375,,-1,,,1196.515380859375,0.005824185907840729,
0.60017866,0.026137978,0.01901537,-416.24339915448877,0.6318658,-511.04659143941745,6700,-0.47978565,-0.44176108,-719.6784670504675,13.284099340438843,0.28963196,0.18038133,2.1651753021437226,-9.7215576171875,,,,,,,,-0.10791180282831192,3775.46435546875,,-1,,,1255.04052734375,-0.16623246669769287,
0.6034004,0.020226046,0.017022308,-411.9723722040653,0.66478294,-509.4313747152522,6834,-0.47591949,-0.40226045,-713.8792116213783,13.268880128860474,0.3056964,0.2,2.317967103166538,-8.476916313171387,,,,,,,,0.16488885879516602,5486.6630859375,,-1,,,1239.16845703125,-0.3418823480606079,
0.6145635,0.025537644,0.017840564,-216.03581768274307,0.638895,-402.55100601911545,6968,-0.46276608,-0.43359828,-694.1491075333066,13.310306549072266,0.28436047,0.17822188,2.449221294590712,-7.912913799285889,,,,,,,,-0.37974226474761963,2261.417236328125,,-1,,,1293.451416015625,-0.3461877107620239,
0.7073597,0.009877205,0.007467637,-185.84424722194672,0.7669397,-754.8812763154497,7102,-0.35116845,-0.27967244,-526.752652173726,13.425773620605469,0.27649212,0.18090038,2.294522659263166,-8.278082847595215,,,,,,,,0.08103609085083008,2372.98828125,,-1,,,1362.33154296875,-0.41661161184310913,
0.6674703,0.012247268,0.009800188,-239.95874509215355,0.7440103,-239.95874509215355,7236,-0.39903563,-0.30718762,-598.5535166810139,13.248625040054321,0.30103382,0.18471496,2.181288849546857,-8.559096336364746,,,,,,,,0.42750808596611023,2862.830322265625,,-1,,,1432.2496337890625,-0.31430715322494507,
0.6371166,0.02123691,0.015972076,-255.78877061605453,0.6789512,-255.78877061605453,7370,-0.43546,-0.38525856,-653.1900592835432,13.39681887626648,0.2757393,0.17288944,1.7007914591927324,-9.472387313842773,,,,,,,,-0.16676276922225952,3278.58349609375,,-1,,,1379.362060546875,-0.5640168190002441,
0.62826174,0.020923901,0.014584414,-373.2298499941826,0.6589675,-485.40021925493755,7504,-0.44608602,-0.409239,-669.1289995394911,13.7859206199646,0.3002419,0.2,1.5269101064288217,-9.255175590515137,,,,,,,,0.10125643014907837,3057.111083984375,,-1,,,1377.651611328125,-0.5954781770706177,
0.6011144,0.026894972,0.018439323,-349.92724986238994,0.6443282,-586.1353836479011,7638,-0.47866276,-0.4268062,-717.9940978972132,13.268033027648926,0.29426953,0.1578565,1.5821419100080907,-8.168210983276367,,,,,,,,0.13301101326942444,494.21173095703125,,-1,,,1267.373779296875,-0.6014240980148315,
0.7337433,0.0008761948,0.0025699015,-368.5941951274872,0.8300586,-430.26441970274044,7772,-0.31950805,-0.20392959,-479.26202569337767,13.383012533187866,0.29380903,0.19516766,1.7471714909689693,-7.198873519897461,,,,,,,,0.4441983699798584,1466.5634765625,,-1,,,1249.674072265625,-0.40040886402130127,
0.59930116,0.027331319,0.018592335,-288.20920288562775,0.62165487,-959.3218427734031,7906,-0.48083863,-0.45401424,-721.2579574570282,13.019968032836914,0.29491532,0.18070109,1.3626782300380857,-9.217727661132812,,,,,,,,0.04960980638861656,3349.207275390625,,-1,,,1220.98291015625,-0.411612331867218,
0.6331482,0.020144036,0.0150276385,-340.36076828837395,0.6714894,-999.5966841741042,8040,-0.44022217,-0.39421266,-660.3332523815892,13.187916278839111,0.2899458,0.1927723,1.26979854169742,-8.860962867736816,,,,,,,,0.12235292792320251,2706.99072265625,,-1,,,1233.2685546875,-0.5850026607513428,
0.64271265,0.018731833,0.01359004,-416.86350131344483,0.67723477,-452.33518462266966,8174,-0.42874488,-0.38731834,-643.117251601629,13.73269510269165,0.29284447,0.2,1.325897536237072,-8.100156784057617,,,,,,,,0.1040303036570549,2231.75048828125,,-1,,,1211.9207763671875,-0.3980974853038788,
0.63913655,0.01720561,0.012693783,-416.20050129294395,0.68995327,-430.9542373986471,8308,-0.43303612,-0.37205613,-649.5541921846716,13.49810266494751,0.30609834,0.2,1.3645122091866182,-7.882849216461182,,,,,,,,0.18012478947639465,910.98876953125,,-1,,,1212.741943359375,-0.3955070972442627,
0.6371618,0.018359588,0.012644254,-429.55608850717545,0.6803368,-677.8504932847894,8442,-0.4354059,-0.38359588,-653.1088562398004,13.26561713218689,0.3089634,0.2,1.376717076309619,-8.084842681884766,,,,,,,,0.2757071554660797,2799.75732421875,,-1,,,1153.0166015625,-0.11050324141979218,
0.6222585,0.021678131,0.0164992,-418.4202737212181,0.65268224,-1372.0885498361158,8576,-0.45328987,-0.41678134,-679.9347907353784,13.207139492034912,0.2882979,0.2,1.266870867014913,-8.225517272949219,,,,,,,,0.08323238044977188,3688.3330078125,,-1,,,1222.195556640625,-0.5897140502929688,
0.75553274,0.0,0.0007281488,-410.6122229397297,0.8333333,-449.8180655326162,8710,-0.29336083,-0.2,-440.0412417979111,13.359986305236816,0.28607938,0.2,1.318874202553005,-8.778739929199219,,,,,,,,-0.03660520166158676,3575.790283203125,,-1,,,1269.18359375,-0.31334972381591797,
0.6674463,0.013813009,0.010349597,-414.3931534290314,0.71834,-483.378730148077,8844,-0.39906454,-0.3379921,-598.5968186991229,13.46918535232544,0.29556862,0.199862,1.3089833212184252,-7.808136940002441,,,,,,,,0.23583878576755524,1043.20849609375,,-1,,,1142.125732421875,-0.3375769853591919,
0.6691956,0.014513473,0.011400265,-407.78055441379547,0.7123877,-412.47365713606075,8978,-0.39696532,-0.3451347,-595.4479649395983,12.901101112365723,0.28296268,0.2,1.1688405025430688,-8.254672050476074,,,,,,,,0.1956358253955841,1884.115966796875,,-1,,,1221.1517333984375,-0.33434873819351196,
0.6835744,0.010239713,0.008090636,-413.6009267568588,0.7480024,-440.8926841446331,9112,-0.37971085,-0.30239716,-569.5662699208543,13.574687957763672,0.29880452,0.2,1.1819318548209325,-9.415889739990234,,,,,,,,0.06320919096469879,3618.23583984375,,-1,,,1184.9984130859375,-0.3109990358352661,
0.62859577,0.021036586,0.014034246,-313.3836133778095,0.66472745,-1245.200198061192,9246,-0.44568506,-0.402327,-668.5275575275496,12.542508363723755,0.3053426,0.1919612,1.3343109460804186,-8.342667579650879,,,,,,,,0.09830141067504883,1466.839599609375,,-1,,,1254.949462890625,-0.4518960416316986,
0.63437945,0.019083383,0.014599605,-402.13862136006355,0.67940015,-620.8581180648547,9380,-0.43874457,-0.38471988,-658.1169195217819,13.347381353378296,0.29274857,0.19388604,1.4401587731566046,-8.202451705932617,,,,,,,,0.08093705028295517,2572.7958984375,,-1,,,1192.32080078125,-0.1277039498090744,
0.6819915,0.01093076,0.008386331,-334.7144782245159,0.7515974,-536.5982647729917,9514,-0.38161018,-0.29808313,-572.4153201471674,12.920676469802856,0.29774693,0.18877554,1.3984312792396343,-8.871759414672852,,,,,,,,0.09651614725589752,1659.1966552734375,,-1,,,1175.442626953125,-0.12798459827899933,
0.7096458,0.0075000003,0.0070369644,-354.04429376125336,0.776511,-396.6065767109394,9648,-0.34842506,-0.2681868,-522.6375729116565,13.007201910018921,0.27805543,0.19318685,1.3601017755656128,-8.924832344055176,,,,,,,,0.00335673987865448,1990.1392822265625,,-1,,,1229.27490234375,-0.19332271814346313,
0.71568894,0.006,0.004457702,-412.07310646772385,0.7833889,-515.0416921388869,9782,-0.34117332,-0.25993332,-511.7599534327631,13.506673574447632,0.29659632,0.19993332,1.3833294930458826,-7.271158695220947,,,,,,,,-0.2150976061820984,3856.1484375,,-1,,,1155.0084228515625,-0.18162137269973755,
0.6727224,0.011621924,0.01063928,-427.5230955907276,0.736484,-444.1076433914048,9916,-0.39273325,-0.31621927,-589.0998104258967,13.185704231262207,0.28634042,0.2,1.5420528257482273,-7.971736431121826,,,,,,,,-0.06487679481506348,1871.95166015625,,-1,,,1159.0106201171875,-0.13645073771476746,
0.60816383,0.021354165,0.018287567,-431.4820802614286,0.655382,-1424.0991717312063,10050,-0.47020346,-0.41354164,-705.3051392329711,13.676204919815063,0.28732777,0.2,1.7015626776113657,-7.733983039855957,,,,,,,,-0.013826042413711548,2015.5330810546875,,-1,,,1211.4925537109375,-0.201935276389122,
0.58450425,0.024993202,0.019953536,-451.6038737429513,0.6250566,-928.5242801705997,10184,-0.49859497,-0.449932,-747.8924333316519,13.434479236602783,0.29905963,0.2,1.790120090623045,-9.737527847290039,,,,,,,,-0.2677234411239624,1494.315673828125,,-1,,,1329.20263671875,-0.2566143274307251,
0.64277995,0.018706936,0.013103747,-403.14441499114037,0.6782185,-450.9090606106652,10318,-0.42866412,-0.3861379,-642.9961417134008,13.313483476638794,0.29762664,0.19906855,1.9032598447161222,-9.503955841064453,,,,,,,,-0.30107343196868896,2968.4580078125,,-1,,,1367.978515625,-0.16483661532402039,
0.6933823,0.0074695973,0.0064283004,-409.71565133333206,0.7710867,-686.7382990121845,10452,-0.36794132,-0.274696,-551.9119433499626,13.741889476776123,0.30365834,0.2,2.0459940887662875,-9.135966300964355,,,,,,,,0.07179039716720581,1960.912109375,,-1,,,1329.41455078125,-0.11864589154720306,
0.60524386,0.022382205,0.017313497,-449.504602737843,0.64681494,-1485.9731874763972,10586,-0.47370735,-0.42382208,-710.5610493749923,12.846403121948242,0.30057245,0.2,2.0021471056794855,-8.554681777954102,,,,,,,,-0.3546069264411926,5113.7138671875,,-1,,,1336.524169921875,-0.042403995990753174,
0.57605857,0.028364655,0.021059413,-418.2970280751349,0.5971573,-527.850651294466,10720,-0.5089512,-0.48364654,-763.4267596597826,12.992998123168945,0.29835707,0.2,1.9866562582222804,-9.728230476379395,,,,,,,,-0.16881588101387024,1757.77001953125,,-1,,,1331.6197509765625,-0.36751270294189453,
0.6332545,0.018588886,0.015292534,-410.380966424942,0.67885166,-1626.1034604058793,10854,-0.44009465,-0.38537803,-660.1419136994649,12.93264102935791,0.2871693,0.19948919,1.8801490744671956,-8.372331619262695,,,,,,,,0.3882022202014923,1761.80810546875,,-1,,,1300.041015625,-0.2454758882522583,
0.65260845,0.015026726,0.012792705,-400.6239718198776,0.7093685,-400.6239718198776,10988,-0.41686982,-0.34875774,-625.3047258401062,13.143128156661987,0.28894278,0.19849047,1.8137592346499087,-8.669322967529297,,,,,,,,0.13463827967643738,2260.72314453125,,-1,,,1288.602294921875,-0.2247704565525055,
0.6325803,0.018049715,0.015610222,-409.2593112587929,0.682919,-1292.068199813366,11122,-0.44090372,-0.38049716,-661.3555533010335,13.272922992706299,0.28480148,0.2,1.8962788035004423,-9.426413536071777,,,,,,,,0.05368134379386902,2862.0673828125,,-1,,,1294.527099609375,-0.3111577033996582,
0.5933917,0.02718698,0.0195273,-322.6888238489628,0.6137054,-430.96331748366356,11256,-0.48792994,-0.46355352,-731.89487235241,13.484589576721191,0.29265696,0.19168372,1.903146773697491,-9.10651683807373,,,,,,,,-0.11674070358276367,1172.209716796875,,-1,,,1355.7235107421875,-0.030136480927467346,
0.6390011,0.018349892,0.014391237,-416.5256699323654,0.68041754,-481.83649153892935,11390,-0.43319872,-0.38349888,-649.7981305355595,13.065489292144775,0.2892864,0.2,1.9508183557285714,-9.069480895996094,,,,,,,,0.34912142157554626,2773.87451171875,,-1,,,1429.55419921875,-0.34111666679382324,
