eval/episode,eval/mean_episode_reward,eval/best_episode_reward,eval/info_neg_group_dist_mean,eval/info_performance_mean,eval/info_performance_final,eval/info_neg_fixation_dist_mean,eval/info_neg_fixation_dist_final,eval/episode_reward,eval/info_normalized_performance_final,eval/info_neg_group_dist_final,eval/info_normalized_performance_mean,eval/eval_time,train/info_performance_mean,train_actor/loss,train/info_neg_group_dist_final,train_actor/target_entropy,train_critic/loss,train/info_normalized_performance_final,train_actor/entropy,train/info_neg_group_dist_mean,train_alpha/loss,train_alpha/value,train/batch_reward,train/duration,train/episode,train/episode_reward,train/info_normalized_performance_mean,train/info_neg_fixation_dist_final,train/info_performance_final,train/info_neg_fixation_dist_mean
6000,-1602.6837426844095,-646.7353503732011,-0.16978866,-0.32053673,-0.3491863,-0.1256234,-0.15518644,-815.1945533789694,-0.21141703,-0.16296256,-0.11581881,47.442294120788574,-0.51902467,308.6434631347656,-0.11957873,-8,86.67768859863281,-1.3204314,0.1792239248752594,-0.12539521,0.005726195871829987,0.20937989506574425,-9.69748306274414,4.685403823852539,5996,-2595.1235726097366,-1.129332,-0.37168872,-0.5656052,-0.32802457
6100,-990.3396344317989,-388.94095108262263,-0.11892909,-0.19806793,-0.22388025,-0.06594904,-0.091707215,-2534.0161227549834,0.14361502,-0.113831595,0.23865491,45.125182151794434,-0.10360971,340.4549560546875,-0.083125755,-8,101.50799560546875,0.585134,-0.3108486533164978,-0.08873842,-0.10535752028226852,0.19583958259286913,-10.001224517822266,3.7077128887176514,6096,-518.0485519324429,0.5637486,-0.012837439,-0.09853068,-0.012392737
6200,-831.9286616140243,-421.7134824488312,-0.13805561,-0.16638574,-0.16157454,-0.023608444,-0.025230533,-950.3712927283867,0.4287669,-0.1312979,0.41283533,48.687360763549805,-0.24476694,354.7071533203125,-0.23832867,-8,83.47616577148438,0.36343586,-0.010282441973686218,-0.24438906,0.0719916895031929,0.20052173674419943,-10.305788040161133,4.3922247886657715,6196,-1223.8346020261815,0.34728816,-0.00031906745,-0.23871155,-0.00031488494
6300,-880.4461306801019,-497.2233653208241,-0.11507983,-0.17608923,-0.18614498,-0.050841164,-0.06383316,-550.7584084046539,0.2983635,-0.10954521,0.33926696,45.505635023117065,-0.23917137,371.4865417480469,-0.10566795,-8,76.59834289550781,0.2977232,-0.3542128801345825,-0.14772272,0.07131177932024002,0.18921457336338948,-10.110118865966797,3.870703935623169,6296,-1195.8568864362314,0.18579961,-0.08385489,-0.20629382,-0.07620722
6400,-961.3401596854465,-490.6798212311696,-0.17008239,-0.19226803,-0.18734407,-0.01848804,-0.018834965,-717.0582335768268,0.3573478,-0.1647421,0.34076068,42.60533285140991,-0.08627952,402.3551330566406,-0.06408545,-8,65.70623779296875,0.8130037,-0.7164081931114197,-0.08386343,0.01476452685892582,0.18824826934748204,-10.057159423828125,4.77411150932312,6396,-431.397598907497,0.7578119,-0.0021099835,-0.06661743,-0.002013407
6500,-966.697301624823,-306.04539275635034,-0.115302846,-0.19333948,-0.20147562,-0.0650305,-0.07344118,-306.04539275635034,0.17864394,-0.113346204,0.21712212,44.53102684020996,-0.21357831,378.54412841796875,-0.11762782,-8,81.03679656982422,0.31181717,-0.08792296051979065,-0.123833865,0.08564936369657516,0.20508110824722642,-9.737751960754395,5.210279226303101,6496,-1067.8915042011067,0.31654942,-0.08119109,-0.21505713,-0.074787036
6600,-782.1209079779069,-566.4897577557713,-0.11080414,-0.15642418,-0.15542182,-0.0380167,-0.040611647,-699.6660573361441,0.3303231,-0.10668783,0.33231542,43.18686866760254,-0.17001852,377.943603515625,-0.141822,-8,49.23401641845703,0.5428588,-0.11539383232593536,-0.15054683,-0.06528794020414352,0.19743651395890907,-9.966093063354492,5.65888786315918,6596,-850.0924709439278,0.52275515,-0.017528825,-0.16285658,-0.016226383
6700,-1226.5454022216807,-497.42808788316324,-0.16529752,-0.24530908,-0.24316394,-0.06667631,-0.07261794,-545.9519534052356,0.10454257,-0.1560224,0.100059256,47.992390871047974,-0.13240214,356.52532958984375,-0.11085466,-8,60.2835693359375,0.69410986,-0.11983636021614075,-0.12861435,0.0015638209879398346,0.191673942536307,-10.229238510131836,4.999531030654907,6696,-662.0107340359232,0.6469275,-0.0032117702,-0.11470879,-0.0031565037
6800,-1300.470189539057,-1028.1796782720119,-0.15622766,-0.26009405,-0.2840863,-0.08655531,-0.10890788,-1267.583083086647,-0.09785186,-0.15339686,-0.0031701317,48.56083369255066,-0.16758706,353.0264892578125,-0.12573056,-8,61.12477111816406,0.38527903,0.7856069803237915,-0.13375093,0.10886376351118088,0.18921778824271185,-10.373170852661133,4.0830113887786865,6796,-837.9351246546139,0.37642044,-0.032896437,-0.16520628,-0.02819674
6900,-1051.608618199072,-511.0211233654991,-0.16096616,-0.21032171,-0.21045303,-0.041129638,-0.045970988,-1253.56683017069,0.206978,-0.15528786,0.2122668,48.43752694129944,-0.19588879,387.3927307128906,-0.17508419,-8,91.97052001953125,0.37986827,-1.0629743337631226,-0.17470345,-0.0594521090388298,0.17213329281380568,-10.119791030883789,5.72507381439209,6896,-979.443853671255,0.44031775,-0.034968264,-0.21704611,-0.01765446
7000,-870.2489525899515,-287.1247741719708,-0.12652086,-0.17404981,-0.17167875,-0.039607443,-0.042175896,-696.7797954738489,0.32527024,-0.12106768,0.3181879,43.91162180900574,-0.09154749,387.68182373046875,-0.074300915,-8,132.0426025390625,0.73958474,-0.5540447235107422,-0.08637133,-0.04813021421432495,0.1918670664195517,-10.286724090576172,4.433703660964966,6996,-457.73745880112983,0.7010694,-0.004542724,-0.079752184,-0.0043134587
7100,-854.3076569113176,-406.55317694938276,-0.16229449,-0.17086153,-0.16590196,-0.007139204,-0.0075949677,-655.4165686940541,0.42006603,-0.15678799,0.40317023,47.315632343292236,-0.19027103,315.86273193359375,-0.17192613,-8,195.01913452148438,0.5129663,0.9067221283912659,-0.1798067,-0.006317146122455597,0.2121771994533654,-9.764211654663086,5.022604703903198,7096,-951.3552080793306,0.49261063,-0.008926281,-0.18263766,-0.008720299
7200,-1404.2205220244782,-1000.0000894069672,-0.25383988,-0.28084412,-0.28277534,-0.0225035,-0.024725875,-1439.3102065626454,-0.043501757,-0.2531043,-0.03609269,40.77729845046997,-0.48488826,190.72723388671875,-0.21826272,-8,230.65032958984375,-0.41023254,3.3602609634399414,-0.28691965,-0.4997330904006958,0.30435623983651905,-9.604524612426758,5.901581048965454,7196,-2424.441105007427,-0.4367057,-0.21474235,-0.47595352,-0.16497381
7300,-1280.700112699803,-620.0366547011072,-0.1621361,-0.25614002,-0.25679854,-0.07833661,-0.08460659,-1718.75,0.045910507,-0.15527062,0.05328956,45.458245038986206,-0.24582425,65.3701171875,-0.120134175,-8,153.2181396484375,0.35286164,1.7856433391571045,-0.15737402,-0.016823813319206238,0.3236843752494355,-12.688289642333984,4.346836566925049,7296,-1229.1211873083375,0.29764503,-0.088636875,-0.22649843,-0.073708504
7400,-1263.8349701252032,-566.1943959233577,-0.18672271,-0.252767,-0.2654509,-0.055036895,-0.0699574,-1162.8968412450195,-0.057284154,-0.18150203,0.0073806304,43.378150939941406,-0.11105234,161.10134887695312,-0.092242524,-8,175.85203552246094,0.60367686,0.5091409087181091,-0.09943244,0.018386557698249817,0.23500418506658372,-12.403152465820312,3.935901403427124,7396,-555.2617325053791,0.57694346,-0.0098269265,-0.10403483,-0.009683253
7500,-808.3744898453728,-402.1249025812722,-0.114541516,-0.1616749,-0.18128212,-0.039277818,-0.055290066,-1789.3865820992505,0.3008513,-0.11493404,0.37274396,43.52995014190674,-0.17606096,189.83645629882812,-0.1663818,-8,109.49439239501953,0.45111695,1.3439418077468872,-0.1710293,0.04704679176211357,0.25165059159197467,-11.309791564941406,4.623086929321289,7496,-880.3048747684807,0.4366049,-0.004286789,-0.17152596,-0.004193052
7600,-685.7607277376113,-350.5208302848041,-0.11548958,-0.13715215,-0.13989446,-0.018052138,-0.02543461,-951.5656858448665,0.488297,-0.1093729,0.51068,48.54909038543701,-0.16728961,225.26730346679688,-0.13849816,-8,132.658203125,0.5560078,0.5408830046653748,-0.1486119,0.06748542189598083,0.2315710072457092,-11.673402786254883,5.63806939125061,7596,-836.4481139165582,0.53041506,-0.016395053,-0.15817222,-0.015564762
7700,-874.1580935135626,-296.81743517750874,-0.13682501,-0.17483161,-0.1679502,-0.031672172,-0.03388349,-1126.3149759965017,0.4376627,-0.12729003,0.416737,47.70396041870117,-0.16149122,264.36083984375,-0.0913263,-8,112.92926025390625,0.16960858,1.2362303733825684,-0.09468777,-0.08920176327228546,0.25473749577743365,-11.139556884765625,3.804943799972534,7696,-807.4560609925538,0.16649704,-0.057968374,-0.16088834,-0.055669535
7800,-797.5688052909134,-478.34493895417836,-0.11006013,-0.15951376,-0.16914183,-0.041211355,-0.054042183,-1120.892949209424,0.3938879,-0.104291216,0.4341306,45.23314142227173,-0.07876731,291.98883056640625,-0.05019615,-8,165.06631469726562,0.61951923,1.509763479232788,-0.0560669,0.11971630156040192,0.2448820818459617,-11.300628662109375,3.5881030559539795,7796,-393.83656053656523,0.59345907,-0.019601678,-0.07371816,-0.018917007
7900,-870.251594675675,-378.22873689234257,-0.116485305,-0.17405032,-0.17540695,-0.04797084,-0.052438132,-1124.7259827518774,0.29191205,-0.112481214,0.2999691,46.50582575798035,-0.19544514,338.049560546875,-0.18012919,-8,151.07464599609375,0.24637905,0.20560021698474884,-0.18267421,0.07985532283782959,0.23762899938443247,-11.835386276245117,3.5397541522979736,7896,-977.2256732545793,0.23728727,-0.010821817,-0.19311537,-0.010642414
8000,-618.3931585364041,-308.02238982374547,-0.095032014,-0.123678625,-0.11559953,-0.023872187,-0.025277812,-459.43592763542256,0.5735068,-0.08526616,0.5456592,45.38215446472168,-0.23917322,357.5904541015625,-0.16881832,-8,115.21913146972656,-0.25830054,0.37426820397377014,-0.1820874,-0.04987745359539986,0.26030921802657647,-11.005144119262695,5.602870941162109,7996,-1195.8661235676846,0.29133856,-0.2132151,-0.42467645,-0.04757152
8100,-1112.2106409190146,-473.72348896809854,-0.1325925,-0.22244214,-0.21459167,-0.0748747,-0.07474648,-743.1271181697957,0.12943919,-0.12489589,0.09563023,45.35633635520935,-0.25473922,352.0863342285156,-0.120486975,-8,148.90615844726562,-0.23511682,0.15972068905830383,-0.1370637,0.07404216378927231,0.2391012260019698,-10.43208122253418,4.16215181350708,8096,-1273.6961823448655,-0.27369606,-0.10544701,-0.24702339,-0.09806293
8200,-1252.9200026596804,-492.0345346921556,-0.14741153,-0.250584,-0.2586369,-0.08597705,-0.09841396,-879.6690757144825,0.096460804,-0.14054014,0.12856805,43.78768825531006,-0.19135076,360.5565185546875,-0.13022053,-8,148.08566284179688,0.19206221,-0.24694359302520752,-0.13287744,0.020577751100063324,0.22429218825264435,-10.670276641845703,3.525993824005127,8196,-956.753790914081,0.19431263,-0.05138725,-0.19188523,-0.048727755
8300,-773.8122776320074,-390.0244731170824,-0.11594748,-0.15476246,-0.15390041,-0.032345813,-0.036264546,-628.4747659460709,0.4215238,-0.11038295,0.4201209,43.98845720291138,-0.18765622,325.1051940917969,-0.17201243,-8,98.07292938232422,0.5157315,0.024121195077896118,-0.18125017,0.030240438878536224,0.21419902208657535,-9.054656982421875,5.784884452819824,8296,-938.2811366154783,0.4911018,-0.00546798,-0.17857401,-0.0053383796
8400,-1244.504029170606,-334.7215216457698,-0.1278687,-0.24890082,-0.2620415,-0.10086009,-0.11900058,-959.761020798469,0.0040661036,-0.11924086,0.057734232,45.8940532207489,-0.27063665,307.5636901855469,-0.116179205,-8,75.41048431396484,-0.3637358,-0.11992040276527405,-0.12543291,0.20283904671669006,0.19369059407163916,-8.294547080993652,4.311912536621094,8396,-1353.1831996515393,-0.35318306,-0.13047332,-0.2727472,-0.12100311
8500,-774.9261709007587,-329.245696766302,-0.107003786,-0.15498523,-0.17325506,-0.039984535,-0.060096037,-792.6999271693057,0.37915748,-0.101139806,0.44335964,47.06754398345947,-0.06384812,310.11773681640625,-0.03742003,-8,76.42109680175781,0.6993321,-0.04911033809185028,-0.044119302,-0.0197613388299942,0.2009589341809898,-8.753875732421875,3.678764820098877,8496,-319.24061599725974,0.67046136,-0.017361974,-0.0582544,-0.016440682
8600,-783.6846873080617,-375.74029583269294,-0.11149675,-0.15673694,-0.15732716,-0.03770016,-0.043510944,-407.2866743989289,0.40556687,-0.10511404,0.4123925,42.95492243766785,-0.15617573,287.4488830566406,-0.09898643,-8,64.78213500976562,0.359249,-0.35646241903305054,-0.1036346,-0.06151830032467842,0.20152594809163418,-8.768136024475098,4.268972635269165,8596,-780.8785926239775,0.35927907,-0.04766385,-0.15618305,-0.043784257
8700,-923.5429137441366,-414.3726294134103,-0.13665903,-0.18470858,-0.18921356,-0.04004129,-0.048041925,-414.3726294134103,0.24999532,-0.13156325,0.27726018,45.7140896320343,-0.16836788,284.126708984375,-0.09595402,-8,162.42587280273438,0.19677415,-0.5985167026519775,-0.10023999,-0.10189385712146759,0.1950190841651032,-8.928414344787598,4.085349798202515,8696,-841.8395556078758,0.2076804,-0.06227623,-0.1706855,-0.056773268
8800,-691.3010375372315,-446.19438075314974,-0.10134987,-0.13826019,-0.13471454,-0.030758621,-0.034725226,-523.99134828358,0.52030635,-0.093044266,0.511257,45.59832787513733,-0.17483833,246.59039306640625,-0.137608,-8,52.735137939453125,0.5407964,0.06880486011505127,-0.14791106,0.09705077111721039,0.1991096779322862,-8.121718406677246,4.735258340835571,8796,-874.1917521950603,0.5176873,-0.024044413,-0.1664613,-0.022439415
8900,-1115.120544933825,-415.40801276045386,-0.19390233,-0.22302411,-0.2217143,-0.024268154,-0.02884253,-1531.2332585453987,0.2586861,-0.18710329,0.25580835,48.6730637550354,-0.18405338,179.12908935546875,-0.16436237,-8,114.36905670166016,0.44292492,1.6380579471588135,-0.17340355,0.0933016687631607,0.28419540667626064,-9.004528999328613,4.220079660415649,8896,-920.2669634364065,0.42257756,-0.0110044265,-0.17756768,-0.008874875
9000,-808.7827143012405,-412.76921939156637,-0.10267966,-0.16175653,-0.17473063,-0.049230736,-0.06702984,-989.1227233468089,0.3953032,-0.09429483,0.43632704,47.50178074836731,-0.22363892,224.60150146484375,-0.14054278,-8,157.90272521972656,-0.068406254,0.9164543151855469,-0.13721208,0.23758280277252197,0.2111579455126252,-9.58547592163086,3.92356276512146,8996,-1118.194600439092,-0.052418415,-0.07207797,-0.22703634,-0.07202236
9100,-788.3544257676125,-530.1745833620034,-0.11350563,-0.15767089,-0.15726276,-0.036804378,-0.04304964,-593.1303127552383,0.44337273,-0.10560318,0.44130108,46.851372718811035,-0.12706655,228.71873474121094,-0.06655152,-8,104.74969482421875,0.009613656,0.078492172062397,-0.054011308,-0.08707751333713531,0.2168734632949044,-9.290453910827637,3.3871400356292725,9096,-635.3327019518474,0.32231185,-0.09928828,-0.18569745,-0.06087937
9200,-922.8097206344515,-533.8510007785226,-0.112323396,-0.18456195,-0.21126962,-0.060198795,-0.09109003,-655.5860874209793,0.24442244,-0.101961575,0.3518417,48.296056509017944,-0.1402799,249.96981811523438,-0.085449226,-8,77.011474609375,0.42756656,-0.13863742351531982,-0.09138904,0.05204146355390549,0.20778358833130886,-9.551534652709961,3.8752543926239014,9196,-701.39956693165,0.4093477,-0.042086437,-0.13595295,-0.040742394
9300,-839.635341028708,-402.5434773624829,-0.106005095,-0.16792706,-0.1655261,-0.05160164,-0.05525746,-580.5171392462216,0.3149745,-0.09921716,0.30793542,45.92583632469177,-0.43292403,234.47808837890625,-0.074942075,-8,96.40740203857422,-1.9997501,-0.1761445701122284,-0.07214909,-0.05716198682785034,0.2043316419589483,-9.644305229187012,4.045364618301392,9296,-2164.620204200146,-1.3089279,-0.4062593,-0.5624532,-0.3006458
9400,-709.3280531064217,-410.68910433503333,-0.11785845,-0.1418656,-0.121034786,-0.020005979,-0.020306375,-567.8854224354291,0.5131968,-0.096667126,0.45320874,41.49212026596069,-0.17938328,278.61260986328125,-0.107360594,-8,124.2363510131836,0.25127235,-0.18521739542484283,-0.11419301,-0.004243522882461548,0.20882450793727322,-10.163923263549805,4.6593177318573,9396,-896.9164721050765,0.3893335,-0.09381514,-0.21993876,-0.05432524
9500,-661.854054767377,-349.0131174144335,-0.0950317,-0.13237081,-0.13212578,-0.031115929,-0.035620388,-349.0131174144335,0.50294906,-0.089381315,0.5009817,45.57477116584778,-0.24724056,264.71697998046875,-0.13806227,-8,85.28670501708984,0.18521544,0.18015193939208984,-0.1448018,0.019486073404550552,0.21567764058564765,-9.922311782836914,5.42521071434021,9496,-1236.2028888548957,0.22434326,-0.10137525,-0.25971258,-0.08536566
9600,-871.0848597078945,-376.56862931857177,-0.10755794,-0.17421699,-0.18796507,-0.055549193,-0.074967004,-811.4011522286455,0.32687894,-0.098004654,0.36864316,43.98228073120117,-0.121256895,235.72767639160156,-0.10153096,-8,76.8456802368164,0.66303766,0.09450498968362808,-0.11160448,-0.0027526766061782837,0.21280481717771124,-8.912166595458984,5.333115339279175,9596,-606.2844967024557,0.6339414,-0.008406515,-0.11161878,-0.008043682
9700,-831.1588692281384,-488.6566750035854,-0.10587279,-0.16623178,-0.16633269,-0.050299156,-0.056255847,-488.6566750035854,0.36567765,-0.098825656,0.3666126,47.19244384765625,-0.17524193,243.8295135498047,-0.11915439,-8,182.3404998779297,0.4527194,0.4879644215106964,-0.14091392,0.0010422952473163605,0.22040999587108814,-8.797309875488281,5.031364440917969,9696,-876.209520880002,0.41586035,-0.037524827,-0.16418418,-0.028606648
9800,-944.0760126155808,-372.2852167570525,-0.13228858,-0.18881522,-0.19046465,-0.047105536,-0.0533698,-742.4647622363773,0.23454674,-0.12642089,0.25029776,48.472830057144165,-0.19647987,243.40048217773438,-0.15417154,-8,79.98930358886719,0.23971628,0.46417438983917236,-0.14967637,0.04538851976394653,0.2060896345710192,-9.317700386047363,4.57671046257019,9796,-982.3994718282484,0.28552774,-0.045755424,-0.20907804,-0.03900294
9900,-839.5907265554022,-252.74283248512802,-0.14108853,-0.16791815,-0.17046091,-0.02235802,-0.026010871,-802.8257282786944,0.4122344,-0.13924786,0.41620412,43.63151574134827,-0.07976931,241.06298828125,-0.06757585,-8,91.92066955566406,0.6618569,0.4851195514202118,-0.07325971,0.21956968307495117,0.19514247808349178,-8.276517868041992,3.5396454334259033,9896,-398.8465595256275,0.6353403,-0.0053274636,-0.073968805,-0.0054246695
10000,-902.0145216409474,-343.8807887270559,-0.118896514,-0.1804029,-0.19539544,-0.05125532,-0.06738963,-1163.6591900482745,0.27770486,-0.114527866,0.3320709,48.43394160270691,-0.08919609,288.64984130859375,-0.0732644,-8,84.21070861816406,0.6890457,-0.022169098258018494,-0.080957845,-0.08904018998146057,0.17842324874267917,-8.865190505981445,4.1967933177948,9996,-445.9804786593577,0.66020536,-0.0069675883,-0.08162551,-0.0068652155
10100,-701.9738249328751,-354.3394870058546,-0.10630556,-0.14039476,-0.13830209,-0.028407674,-0.032915756,-457.22452788618284,0.4889168,-0.09880318,0.48237836,45.261844873428345,-0.19717932,285.763427734375,-0.11111626,-8,68.87590789794922,-0.14220288,0.0768517553806305,-0.14288783,-0.03396812826395035,0.1784261918509428,-8.671483039855957,4.263793230056763,10096,-985.8966133836657,-0.017699685,-0.0918213,-0.22130182,-0.04524291
10200,-726.996366101754,-376.3950439420796,-0.12086452,-0.14539926,-0.1445494,-0.020445626,-0.026599819,-589.8261076666677,0.47399753,-0.11262963,0.4783611,47.88191866874695,-0.3289186,286.87237548828125,-0.16043355,-8,81.57566833496094,-0.5808744,-0.19464033842086792,-0.16032644,-0.0007630400359630585,0.18457797874629256,-8.918313026428223,5.284770488739014,10196,-1644.5930530969054,-0.052539557,-0.2779914,-0.49402323,-0.14049348
10300,-650.0788285220549,-478.04737943864893,-0.1084086,-0.13001578,-0.12421246,-0.018005965,-0.019759065,-642.5330323455273,0.5484032,-0.100501575,0.52747303,45.10049104690552,-0.13536821,272.42535400390625,-0.1235558,-8,72.85673522949219,0.60258913,-0.2808666229248047,-0.13232571,0.020654644817113876,0.1766795785875547,-8.367828369140625,4.1932532787323,10296,-676.8410957306736,0.5753154,-0.0025990908,-0.12667471,-0.0025354165
10400,-534.0244986093346,-459.67533224088584,-0.09204338,-0.1068049,-0.09965363,-0.01230127,-0.012757932,-729.5988089218736,0.6234258,-0.08434412,0.5967252,45.448628187179565,-0.65044856,262.9849548339844,-0.24638003,-8,60.238834381103516,-1.2378308,-0.3214167356491089,-0.24084604,0.007890038192272186,0.17631555948362734,-8.885540962219238,4.217036247253418,10396,-3252.2430681064725,-1.123914,-0.36579633,-0.68533564,-0.34133548
10500,-546.4796797306733,-322.0068822185931,-0.09242874,-0.109295934,-0.10255066,-0.014056,-0.016150083,-506.13169573858613,0.6399518,-0.083170556,0.6165363,42.1228449344635,-0.13996255,230.53292846679688,-0.08401615,-8,74.92137145996094,0.35632804,0.5777150392532349,-0.08912564,0.029919784516096115,0.18550240154339126,-7.6973042488098145,3.983699083328247,10496,-699.8126899444287,0.34135282,-0.04397012,-0.13678029,-0.042364083
10600,-629.8096623898296,-371.03661831619775,-0.09426538,-0.12596193,-0.12187239,-0.026413793,-0.02927947,-576.2192912970204,0.5127679,-0.08673702,0.4997847,45.776638984680176,-0.19000462,247.93023681640625,-0.07209798,-8,65.64936828613281,0.48333758,0.019867204129695892,-0.088440865,-0.02624182403087616,0.16845923996281273,-7.5243072509765625,4.290476083755493,10596,-950.0230462510171,0.49332103,-0.10137536,-0.19374841,-0.08463646
10700,-653.2465456087866,-300.4207207838772,-0.113560036,-0.13064933,-0.12525722,-0.01424106,-0.015639026,-830.5572906823909,0.56355536,-0.106490396,0.54457074,46.22807002067566,-0.1051406,211.480712890625,-0.09159885,-8,77.65050506591797,0.61662453,0.2563510835170746,-0.09860048,-0.041877277195453644,0.18675247099272865,-7.166108131408691,4.211669921875,10696,-525.7030429129304,0.5896952,-0.0055342596,-0.098239966,-0.005450097
10800,-527.2693535028054,-364.6617357761261,-0.094659105,-0.10545387,-0.095731124,-0.008995642,-0.00932293,-375.6083216919933,0.6707399,-0.08454361,0.6366825,43.43344306945801,-0.16825621,206.76211547851562,-0.15890636,-8,46.487449645996094,0.54364735,0.17024359107017517,-0.16744915,-0.02162788063287735,0.18834042030519269,-8.042818069458008,3.9054508209228516,10796,-841.281118968036,0.519268,-0.00068088935,-0.15972342,-0.00067255116
10900,-950.7419905764455,-412.3728301467415,-0.13716555,-0.1901484,-0.18718405,-0.044152375,-0.04859252,-581.7842500170809,0.3276845,-0.12887304,0.31867245,57.60187363624573,-0.3423721,183.98915100097656,-0.29837692,-8,170.78598022460938,-0.9292014,-0.32540762424468994,-0.19979809,-0.05205653980374336,0.190649617823836,-8.170040130615234,5.158405065536499,10896,-1711.8604433024302,-0.09559068,-0.25374877,-0.6028755,-0.118811674
11000,-691.6377052146993,-248.07981242469396,-0.1205441,-0.13832752,-0.13345778,-0.014819533,-0.0155464485,-248.07981242469396,0.51434994,-0.11480204,0.49517095,45.36554932594299,-0.12965102,160.48300170898438,-0.11507241,-8,101.47455596923828,0.6918706,-0.04345638304948807,-0.12917751,0.11103932559490204,0.1980560867522661,-7.436539649963379,4.816812753677368,10996,-648.2551691617118,0.654264,-0.00039675095,-0.11554851,-0.00039459622
11100,-675.5442511722508,-397.8107858970179,-0.10603267,-0.13510886,-0.13073528,-0.024230152,-0.02667427,-1355.8832923712907,0.49804324,-0.09872613,0.48199743,42.55440711975098,-0.10220442,140.90176391601562,-0.07449833,-8,122.52619934082031,0.54600847,-0.2404593974351883,-0.08085446,-0.06176544353365898,0.19651027612715133,-7.812261581420898,3.965223550796509,11096,-511.02211232363516,0.519038,-0.018312398,-0.09647321,-0.017791638
11200,-937.8132449983772,-249.4990603448241,-0.10626949,-0.18756266,-0.19860725,-0.06774429,-0.08193475,-463.37860954339703,0.35087168,-0.100285545,0.3787326,43.924729108810425,-0.09867494,153.75823974609375,-0.068719715,-8,53.82295227050781,0.53702706,0.3471275568008423,-0.07366677,0.1223631501197815,0.18148486453007656,-7.010652542114258,4.058024883270264,11196,-493.3746732615691,0.5489147,-0.027129693,-0.10127535,-0.02084014
11300,-760.6347465315408,-276.01212514387953,-0.10732585,-0.15212695,-0.15849009,-0.037334252,-0.047590747,-437.233885291713,0.47914824,-0.1013812,0.49166134,44.522162675857544,-0.12498277,178.12869262695312,-0.07521925,-8,53.114959716796875,0.45599964,0.7632767558097839,-0.08017373,-0.06818801164627075,0.1778535606000206,-7.328890323638916,3.674093246459961,11296,-624.913843665272,0.4445212,-0.03931737,-0.1224001,-0.037340857
11400,-773.7659370852436,-305.1369180241454,-0.11818512,-0.1547532,-0.15540841,-0.030473396,-0.040024146,-376.4633382503962,0.4537863,-0.10737945,0.46193662,47.00151515007019,-0.23246318,213.9141845703125,-0.1781988,-8,44.97145080566406,-0.4053444,-0.07123523205518723,-0.18705519,-0.02965186908841133,0.1556786034920678,-7.529908180236816,4.960328102111816,11396,-1162.3159116109855,0.1914324,-0.18819809,-0.40403652,-0.037839998
11500,-616.5401932620648,-353.0716363373722,-0.0937173,-0.12330804,-0.13472137,-0.02465894,-0.040522218,-353.0716363373722,0.5124536,-0.08609472,0.54654163,45.0211341381073,-0.072019696,228.03274536132812,-0.06113744,-8,61.8260612487793,0.7642129,0.16695567965507507,-0.07126164,0.0668359249830246,0.15400237067372613,-7.185823440551758,3.5918033123016357,11496,-360.0984779412829,0.7256393,-0.00063056184,-0.061894115,-0.0006317154
11600,-768.6482196917232,-483.74257382412907,-0.10130049,-0.15372965,-0.1541891,-0.043690965,-0.048469253,-498.75731132749934,0.3655305,-0.09602597,0.3722784,44.926666021347046,-0.20988879,230.97296142578125,-0.18837443,-8,33.31014633178711,0.37784836,0.39192909002304077,-0.19394502,0.15029683709144592,0.1551511942253324,-6.852712631225586,5.535000324249268,11596,-1049.4440042588394,0.3663735,-0.014761102,-0.20608775,-0.01328647
11700,-679.2192001719584,-374.29992501973175,-0.09001259,-0.13584384,-0.13466176,-0.03819272,-0.044777673,-813.1966358152567,0.5271197,-0.080928564,0.5208899,45.44134044647217,-0.23098825,240.26890563964844,-0.098615535,-8,42.530662536621094,0.30236205,0.7692368030548096,-0.122546256,-0.09998591244220734,0.14473195037729542,-7.680810928344727,4.895907640457153,11696,-1154.941286853466,0.32803422,-0.117664605,-0.23981306,-0.09036833
11800,-633.7796275386709,-307.79766621817544,-0.09606268,-0.12675592,-0.121893644,-0.025577702,-0.027458508,-624.006526923913,0.515089,-0.08894343,0.49785912,43.486613273620605,-0.19385834,264.50726318359375,-0.1938242,-8,41.602684020996094,-0.0005443266,0.20546437799930573,-0.1938273,0.018176473677158356,0.14007221585064608,-7.452611923217773,3.2823939323425293,11796,-969.2916756196155,-0.00055910286,-2.6058668e-05,-0.19385548,-2.586875e-05
11900,-709.7962994775818,-342.0552967988806,-0.09620784,-0.14195926,-0.13944921,-0.03812618,-0.043595515,-578.8275966774745,0.5393958,-0.087134585,0.52877,46.78542399406433,-0.19790806,251.62417602539062,-0.1023472,-8,26.985092163085938,0.46634156,0.4686916172504425,-0.11250427,0.02577345073223114,0.14657332641167217,-6.902883052825928,5.521071672439575,11896,-989.5402913575526,0.47224522,-0.08147893,-0.20012192,-0.07116982
12000,-467.20739695612554,-204.1077777103783,-0.084682465,-0.09344147,-0.08401197,-0.007299182,-0.007777135,-839.8304607658065,0.7061306,-0.07467942,0.674334,45.00684475898743,-0.25096372,239.0126190185547,-0.09457378,-8,43.11170959472656,0.09406842,-0.07313871383666992,-0.10276077,-0.029567424207925797,0.13234423244673493,-6.970132350921631,5.708102703094482,11996,-1254.8186377692036,0.10768462,-0.13351625,-0.2547933,-0.12350247
